Initial_Brix_Level,Initial_Weight,Initial_Damage_Score,Avg_Temp_C,Avg_Humidity_%,Age_at_Measurement,Remaining_Shelf_Life_Days,Harvest_Month,Harvest_Day_of_Week,Harvest_Quarter,Measurement_Month,Days_Since_Harvest,Harvest_Season,Temp_Humidity_Interaction,Weight_Damage_Ratio,Brix_Weight_Ratio,Temp_Squared,Humidity_Squared,Damage_Squared,Quality_Score,Storage_Stress_Score,Pretreatment_none,Pretreatment_pre-cooled,Pretreatment_washed,Pretreatment_waxed,Packaging_loose,Packaging_perforated_bag,Packaging_sealed_punnet,Produce_Type_Target_Enc,Produce_Type_Label,Is_Expired
9.0,158.4,0.59,12.410274355763988,46.90331475247835,63,0.0,9,1,3,11,63,3,582.0830042730089,99.62264150943398,0.05646173149309912,154.01490958533327,2199.9209347700535,0.34809999999999997,0.5380113804848727,0.4643903573798377,False,False,True,False,True,False,False,0.4332280768364311,12,1
22.8,138.10000000000002,0.48,9.334648421147794,72.30125064706628,26,0.0,10,1,4,11,26,3,674.9067551996482,93.31081081081082,0.16391085549964052,87.135661146437,5227.470845129903,0.2304,0.6726094169505109,0.5344106459823976,False,True,False,False,False,True,False,0.7600357670307675,3,1
20.1,106.3,1.8,8.920672342560373,58.67781920571481,49,0.0,9,6,3,11,49,3,523.445598910178,37.964285714285715,0.18732525629077354,79.57839504332156,3443.086466738554,3.24,0.5208950110198357,0.45862546752292677,False,False,True,False,False,False,False,0.7600357670307675,3,1
5.0,153.4,0.39,10.488132934467547,77.7996862631982,35,0.0,9,6,3,11,35,3,815.9734517882914,110.35971223021582,0.03238341968911917,110.00093245106284,6052.79118265207,0.1521,0.5110059707473452,0.5832686570672073,False,False,True,False,False,False,False,1.5981011013434956,13,1
8.4,256.0,0.38,14.95137309530894,63.00292719088378,71,0.0,8,5,3,11,71,2,941.9802705274878,185.50724637681162,0.03268482490272374,223.54355743512804,3969.368834619803,0.1444,0.6074769785614106,0.5919568376470397,False,True,False,False,True,False,False,0.4332280768364311,12,1
8.0,249.8,3.35,3.371065399501759,60.668698947464335,76,0.0,8,0,3,11,76,2,204.5181518545858,57.425287356321846,0.03189792663476874,11.364081927717955,3680.69103197806,11.2225,0.3621502704868763,0.36578526967241104,True,False,False,False,True,False,False,0.4332280768364311,12,1
23.4,54.24,0.03,1.0859969929350122,70.22695786836321,0,11.807728992008226,11,0,4,11,0,3,76.26626506801624,52.66019417475728,0.4236060825488776,1.1793894686638888,4931.825611444862,0.0009,0.6642026848326988,0.3712505604042981,True,False,False,False,True,False,False,1.1520095717878343,6,0
8.0,254.7,1.08,14.676086101157573,72.54256935914056,17,0.0,10,4,4,11,17,3,1064.6409939139419,122.45192307692307,0.03128666405944466,215.3875032485905,5262.424369225719,1.1664,0.5466955720296535,0.6345559458325586,False,False,True,False,False,True,False,0.4332280768364311,12,1
12.8,139.3,2.18,0.4652842791117191,100.0,50,0.0,9,0,3,11,50,3,46.52842791117191,43.80503144654088,0.09123307198859586,0.21648946038851213,10000.0,4.752400000000001,0.43733071528751755,0.5086183959057642,False,True,False,False,False,False,False,6.19632760179953,7,1
19.2,138.10000000000002,1.22,6.177655302043465,76.98084760767856,4,8.354368979011706,10,2,4,11,4,3,475.5611413793754,62.207207207207226,0.13803019410496042,38.16342503086573,5926.050898396629,1.4884,0.577409416950511,0.499332086888128,False,False,False,False,False,False,False,0.7600357670307675,3,0
20.6,126.1,1.24,7.252207622736602,88.88582269040288,4,4.633882395997677,10,2,4,11,4,3,644.6184408685538,56.29464285714285,0.1620771046420142,52.594515403278876,7900.689475349739,1.5376,0.5825964335804448,0.5787607452940985,True,False,False,False,False,False,False,0.7600357670307675,3,0
10.6,123.3,2.13,8.499671632862224,61.73460983890241,74,0.0,8,3,3,11,74,2,524.7239120135359,39.39297124600639,0.08527755430410297,72.24441786648279,3811.1620519615058,4.536899999999999,0.4097134041274294,0.4661112831723485,False,True,False,False,False,False,True,6.19632760179953,7,1
3.1,92.5,0.82,8.165016192129706,63.70948228782771,3,14.405596725171236,11,5,4,11,3,3,520.188954472314,50.82417582417583,0.033155080213903745,66.66748941774027,4058.898133383033,0.6723999999999999,0.4210000801442597,0.4697868692929308,False,True,False,False,False,False,False,1.5981011013434956,13,0
23.1,164.7,4.8,7.252207622736602,65.59586225432098,19,0.0,10,3,4,11,19,3,475.71481226076673,28.39655172413793,0.13940856970428486,52.594515403278876,4302.817144887851,23.04,0.34599819675415744,0.46231094311368903,False,False,False,True,False,True,False,0.7600357670307675,3,1
20.5,170.3,0.83,13.63066511121059,44.986637083376365,22,0.0,10,5,4,11,22,3,613.1977845630707,93.06010928961749,0.11967308814944541,185.7950313739736,2023.7975160714136,0.6889,0.6409642556601884,0.4774120970439246,True,False,False,False,True,False,False,0.7600357670307675,3,1
20.0,343.2,0.81,8.269054707862145,60.869756546582224,29,0.0,10,6,4,11,29,3,503.3353469379383,189.61325966850828,0.05810575246949448,68.3772657616171,3705.1272620401896,0.6561000000000001,0.741491324383891,0.4575153315250476,True,False,False,False,False,False,True,1.1520095717878343,6,1
11.5,138.1,2.46,5.90712524809028,95.0,63,0.0,9,0,3,11,63,3,561.1768985685766,39.91329479768786,0.08267433501078361,34.89412869662565,9025.0,6.0516,0.40120941695051093,0.5844168583348022,False,False,True,False,False,False,False,10.446048244642883,2,1
11.6,192.0,0.48,13.737908526808354,73.0325637845574,14,21.80158951532821,10,1,4,11,14,3,1003.314680750546,129.72972972972974,0.06010362694300518,188.7301306909537,5333.755372945445,0.2304,0.5930077339210579,0.6196281854020601,False,False,True,False,True,False,False,10.446048244642883,2,0
14.0,142.8,1.31,14.634687063158951,79.44640134199052,1,29.932607797049627,11,0,4,11,1,3,1162.6732219341627,61.81818181818182,0.09735744089012517,214.17406543659197,6311.730686192634,1.7161000000000002,0.5210345021037869,0.6683082771312552,False,False,True,False,True,False,False,10.446048244642883,2,0
9.3,198.4,0.65,5.602115166321492,66.21190824562947,41,0.0,9,2,3,11,41,3,370.92673537392795,120.24242424242425,0.04663991975927784,31.383694336729278,4384.016793527656,0.42250000000000004,0.5602546583850933,0.43482674029453106,False,False,True,False,True,False,False,6.19632760179953,7,1
5.9,315.9,0.56,8.007804762914732,66.8876035104201,27,22.646016223374836,10,0,4,11,27,3,535.6228699706943,202.49999999999997,0.018617860523824553,64.12493712095987,4473.951503367164,0.31360000000000005,0.6040817872169906,0.48276546999605524,True,False,False,False,True,False,False,16.783241579967772,9,0
